Content_ID,Category,ContentType,Datetime,ReactionType,Type,Sentiment,Score
49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,technology,photo,13-10-2020 12:54,interested,interested,positive,30
457301ee-3e87-40d8-8b82-ea4e1fa90e39,healthy eating,GIF,13-12-2020 00:37,interested,interested,positive,30
457301ee-3e87-40d8-8b82-ea4e1fa90e39,healthy eating,GIF,26-09-2020 09:33,interested,interested,positive,30
457301ee-3e87-40d8-8b82-ea4e1fa90e39,healthy eating,GIF,28-04-2021 07:56,interested,interested,positive,30
5651450a-d330-46e6-bac9-c7c7e7defaf2,animals,photo,19-02-2021 09:14,want,want,positive,70
5651450a-d330-46e6-bac9-c7c7e7defaf2,animals,photo,09-09-2020 13:53,want,want,positive,70
ab4c4756-1c50-4136-bad9-3216e01ffac2,fitness,audio,14-08-2020 07:38,interested,interested,positive,30
ab4c4756-1c50-4136-bad9-3216e01ffac2,fitness,audio,06-01-2021 15:18,interested,interested,positive,30
5651450a-d330-46e6-bac9-c7c7e7defaf2,animals,photo,12-02-2021 05:06,want,want,positive,70
5651450a-d330-46e6-bac9-c7c7e7defaf2,animals,photo,22-03-2021 18:00,want,want,positive,70
27ec2b21-a749-4181-b182-150a174fc277,animals,GIF,01-03-2021 09:37,want,want,positive,70
bfa4e11c-9d72-49b9-bd43-49d95c2e5181,veganism,photo,05-11-2020 17:43,interested,interested,positive,30
220d9dc1-f8a5-422d-b200-3819f3b89b2b,dogs,video,28-09-2020 02:14,interested,interested,positive,30
220d9dc1-f8a5-422d-b200-3819f3b89b2b,dogs,video,10-02-2021 18:48,interested,interested,positive,30
220d9dc1-f8a5-422d-b200-3819f3b89b2b,dogs,video,14-08-2020 03:25,interested,interested,positive,30
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,studying,GIF,05-07-2020 05:18,interested,interested,positive,30
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,studying,GIF,13-11-2020 09:20,interested,interested,positive,30
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,studying,GIF,07-12-2020 11:02,interested,interested,positive,30
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,studying,GIF,08-12-2020 13:59,interested,interested,positive,30
18b4da8a-5f22-4dbe-b2af-c9013581cdd9,studying,GIF,15-12-2020 00:19,interested,interested,positive,30
259cd56f-b017-4a41-81a7-f26ce9b35092,culture,video,14-08-2020 14:17,interested,interested,positive,30
259cd56f-b017-4a41-81a7-f26ce9b35092,culture,video,03-01-2021 20:17,interested,interested,positive,30
259cd56f-b017-4a41-81a7-f26ce9b35092,culture,video,01-05-2021 23:58,interested,interested,positive,30
c01fa154-5348-4040-9d20-0bbf01f6349b,tennis,GIF,05-11-2020 19:47,interested,interested,positive,30
c01fa154-5348-4040-9d20-0bbf01f6349b,tennis,GIF,22-01-2021 18:16,interested,interested,positive,30
c01fa154-5348-4040-9d20-0bbf01f6349b,tennis,GIF,25-04-2021 09:53,interested,interested,positive,30
50c9237a-541c-4f10-a2be-7cbe076b2012,travel,GIF,11-12-2020 05:09,interested,interested,positive,30
50c9237a-541c-4f10-a2be-7cbe076b2012,travel,GIF,28-03-2021 07:05,interested,interested,positive,30
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,science,video,05-09-2020 00:18,interested,interested,positive,30
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,science,video,30-04-2021 18:45,interested,interested,positive,30
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,science,video,23-11-2020 22:51,interested,interested,positive,30
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,science,video,13-10-2020 21:13,interested,interested,positive,30
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,science,video,17-01-2021 09:47,interested,interested,positive,30
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,science,video,07-07-2020 02:23,interested,interested,positive,30
82145a60-013e-4d96-81a5-399af8618158,food,audio,16-03-2021 14:26,interested,interested,positive,30
82145a60-013e-4d96-81a5-399af8618158,food,audio,22-09-2020 19:51,interested,interested,positive,30
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,healthy eating,GIF,03-07-2020 09:49,interested,interested,positive,30
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,healthy eating,GIF,23-01-2021 23:12,interested,interested,positive,30
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,healthy eating,GIF,12-06-2021 05:57,interested,interested,positive,30
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,healthy eating,GIF,18-06-2020 11:38,interested,interested,positive,30
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,culture,video,03-01-2021 05:06,interested,interested,positive,30
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,19-11-2020 02:03,interested,interested,positive,30
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,21-12-2020 17:41,interested,interested,positive,30
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,23-12-2020 07:13,interested,interested,positive,30
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,22-09-2020 04:48,interested,interested,positive,30
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,23-10-2020 01:01,interested,interested,positive,30
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,06-05-2021 14:56,interested,interested,positive,30
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,soccer,GIF,19-08-2020 21:53,interested,interested,positive,30
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,17-04-2021 04:47,interested,interested,positive,30
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,21-08-2020 13:35,interested,interested,positive,30
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,14-03-2021 05:40,interested,interested,positive,30
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,23-11-2020 13:56,interested,interested,positive,30
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,21-12-2020 16:29,interested,interested,positive,30
026973ef-4b73-4901-9160-bc9e04516057,culture,audio,30-09-2020 06:52,interested,interested,positive,30
f08bdab2-b888-484e-8fd9-919e6ed86c12,education,audio,04-01-2021 13:47,interested,interested,positive,30
f08bdab2-b888-484e-8fd9-919e6ed86c12,education,audio,05-01-2021 16:22,interested,interested,positive,30
f08bdab2-b888-484e-8fd9-919e6ed86c12,education,audio,18-09-2020 01:17,interested,interested,positive,30
258bb775-3c35-4eec-90f3-8b75a52e466a,education,photo,05-11-2020 14:26,interested,interested,positive,30
258bb775-3c35-4eec-90f3-8b75a52e466a,education,photo,13-01-2021 14:23,interested,interested,positive,30
8d32243c-2dd1-4128-bde1-d643207e582c,studying,photo,09-12-2020 01:01,interested,interested,positive,30
8d32243c-2dd1-4128-bde1-d643207e582c,studying,photo,23-08-2020 14:28,interested,interested,positive,30
8d32243c-2dd1-4128-bde1-d643207e582c,studying,photo,06-11-2020 08:44,interested,interested,positive,30
8d32243c-2dd1-4128-bde1-d643207e582c,studying,photo,03-01-2021 20:02,interested,interested,positive,30
8d32243c-2dd1-4128-bde1-d643207e582c,studying,photo,16-03-2021 18:04,interested,interested,positive,30
e2c433d2-096e-484e-8c69-28f0bb69f3b7,science,audio,26-02-2021 22:15,interested,interested,positive,30
e2c433d2-096e-484e-8c69-28f0bb69f3b7,science,audio,30-07-2020 03:15,interested,interested,positive,30
3d8fffab-6107-4d7b-9485-c610e233c91c,studying,photo,19-04-2021 13:48,interested,interested,positive,30
3d8fffab-6107-4d7b-9485-c610e233c91c,studying,photo,23-09-2020 01:50,interested,interested,positive,30
409aa11d-5af3-4a70-9da1-482857f5835e,Fitness,GIF,06-03-2021 18:17,interested,interested,positive,30
409aa11d-5af3-4a70-9da1-482857f5835e,Fitness,GIF,20-02-2021 08:17,interested,interested,positive,30
aa9ea032-0fea-42c3-88d9-666685d4b32b,veganism,GIF,30-12-2020 08:46,interested,interested,positive,30
eaddee3e-3a23-47cd-9785-ab7f2120a293,science,video,25-11-2020 19:03,interested,interested,positive,30
9ef39aa2-60f9-4e4b-b666-c6cb97015503,travel,GIF,26-11-2020 01:10,interested,interested,positive,30
841403fd-321b-4118-90b3-cc0075d64047,studying,GIF,18-01-2021 19:27,interested,interested,positive,30
841403fd-321b-4118-90b3-cc0075d64047,studying,GIF,30-04-2021 21:37,interested,interested,positive,30
3724de8a-ec2f-4021-a3f1-605d551da9d0,culture,video,13-10-2020 20:30,interested,interested,positive,30
3724de8a-ec2f-4021-a3f1-605d551da9d0,culture,video,01-03-2021 00:43,interested,interested,positive,30
3724de8a-ec2f-4021-a3f1-605d551da9d0,culture,video,28-09-2020 21:47,interested,interested,positive,30
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,science,photo,26-03-2021 03:11,interested,interested,positive,30
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,science,photo,31-10-2020 03:25,interested,interested,positive,30
359b93ea-446f-4202-8801-db238de5de4d,food,photo,31-08-2020 00:43,interested,interested,positive,30
359b93ea-446f-4202-8801-db238de5de4d,food,photo,02-05-2021 06:24,interested,interested,positive,30
0adb9a94-210a-4e84-bca1-13db9452ff0e,healthy eating,video,25-03-2021 21:57,interested,interested,positive,30
86346263-02db-4020-a216-9e54f502f643,travel,GIF,25-10-2020 04:49,interested,interested,positive,30
86346263-02db-4020-a216-9e54f502f643,travel,GIF,06-11-2020 09:03,interested,interested,positive,30
86346263-02db-4020-a216-9e54f502f643,travel,GIF,28-12-2020 06:50,interested,interested,positive,30
86346263-02db-4020-a216-9e54f502f643,travel,GIF,26-05-2021 06:16,interested,interested,positive,30
3dfdcf9c-aaa4-41ea-9a7c-b3ba09103467,fitness,GIF,17-01-2021 21:56,interested,interested,positive,30
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,studying,photo,25-10-2020 00:27,interested,interested,positive,30
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,studying,photo,13-08-2020 20:02,interested,interested,positive,30
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,studying,photo,28-08-2020 00:54,interested,interested,positive,30
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,studying,photo,01-10-2020 00:47,interested,interested,positive,30
45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,dogs,video,08-11-2020 16:28,interested,interested,positive,30
45dbce0a-dbd8-4c4d-a492-4f5b84850d5c,dogs,video,14-07-2020 23:18,interested,interested,positive,30
9d94f180-947c-40f5-aa05-f1958759b7fc,science,video,29-08-2020 18:49,interested,interested,positive,30
9d94f180-947c-40f5-aa05-f1958759b7fc,science,video,13-12-2020 00:17,interested,interested,positive,30
9d94f180-947c-40f5-aa05-f1958759b7fc,science,video,17-10-2020 05:17,interested,interested,positive,30
9d94f180-947c-40f5-aa05-f1958759b7fc,science,video,11-12-2020 15:14,interested,interested,positive,30
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,culture,photo,24-01-2021 09:03,interested,interested,positive,30
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,culture,photo,08-11-2020 21:24,interested,interested,positive,30
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,culture,photo,13-12-2020 16:15,interested,interested,positive,30
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,culture,photo,31-12-2020 00:14,interested,interested,positive,30
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,culture,GIF,29-04-2021 21:23,interested,interested,positive,30
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,culture,GIF,21-01-2021 14:51,interested,interested,positive,30
fada6910-2cc5-4600-808c-1e6066f795a6,technology,GIF,15-08-2020 16:16,interested,interested,positive,30
fada6910-2cc5-4600-808c-1e6066f795a6,technology,GIF,10-01-2021 04:14,interested,interested,positive,30
1de2f0f9-61ab-43fb-9180-6870824c63c0,science,GIF,07-11-2020 08:41,interested,interested,positive,30
1de2f0f9-61ab-43fb-9180-6870824c63c0,science,GIF,11-03-2021 09:23,interested,interested,positive,30
1de2f0f9-61ab-43fb-9180-6870824c63c0,science,GIF,03-07-2020 15:15,interested,interested,positive,30
c2d6e707-f00e-4fa4-a193-eb36272f58df,veganism,GIF,01-10-2020 18:43,interested,interested,positive,30
af7971aa-5fd5-41d3-b6c3-583704a705a2,healthy eating,video,08-01-2021 21:38,interested,interested,positive,30
af7971aa-5fd5-41d3-b6c3-583704a705a2,healthy eating,video,20-02-2021 21:36,interested,interested,positive,30
af7971aa-5fd5-41d3-b6c3-583704a705a2,healthy eating,video,03-07-2020 15:14,interested,interested,positive,30
cd568dd1-70cf-45d6-b495-10eebff8c920,dogs,photo,26-01-2021 02:33,interested,interested,positive,30
cd568dd1-70cf-45d6-b495-10eebff8c920,dogs,photo,07-05-2021 21:16,interested,interested,positive,30
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,travel,photo,26-05-2021 03:59,interested,interested,positive,30
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,travel,photo,08-07-2020 13:25,interested,interested,positive,30
ef99fd68-74fb-4c72-bc70-742ebca14499,soccer,video,26-02-2021 09:58,interested,interested,positive,30
ef99fd68-74fb-4c72-bc70-742ebca14499,soccer,video,03-11-2020 09:36,interested,interested,positive,30
ec8e2d25-5730-4753-a0a2-d1ed41e23623,healthy eating,video,17-11-2020 00:10,interested,interested,positive,30
ec8e2d25-5730-4753-a0a2-d1ed41e23623,healthy eating,video,12-02-2021 09:31,interested,interested,positive,30
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,10-07-2020 04:12,interested,interested,positive,30
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,01-11-2020 14:04,interested,interested,positive,30
67f2a150-6086-4cbd-8d21-46250ccef5a2,cooking,GIF,12-01-2021 20:05,interested,interested,positive,30
65545cfb-59bb-4dc1-a38b-82f268210da2,technology,audio,06-07-2020 11:35,interested,interested,positive,30
65545cfb-59bb-4dc1-a38b-82f268210da2,technology,audio,31-05-2021 07:03,interested,interested,positive,30
433607b3-eeb4-48b8-9263-9805c1b89d55,education,video,11-06-2021 05:05,interested,interested,positive,30
1000371f-7758-4c44-a1bc-41fd836b0bcb,studying,audio,18-05-2021 19:51,interested,interested,positive,30
5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,studying,video,19-11-2020 05:34,interested,interested,positive,30
8e3896e3-2f84-4b47-9365-fb562c9ed730,public speaking,video,21-02-2021 23:03,interested,interested,positive,30
8e3896e3-2f84-4b47-9365-fb562c9ed730,public speaking,video,30-12-2020 23:11,interested,interested,positive,30
8e3896e3-2f84-4b47-9365-fb562c9ed730,public speaking,video,06-06-2021 09:31,interested,interested,positive,30
de9796a6-d19d-4c41-a965-7aa4dcc69fee,technology,audio,08-11-2020 03:33,interested,interested,positive,30
e4466189-0b96-4cc4-9d7d-d0f27b982548,education,GIF,04-01-2021 04:08,interested,interested,positive,30
e4466189-0b96-4cc4-9d7d-d0f27b982548,education,GIF,28-03-2021 11:14,interested,interested,positive,30
e4466189-0b96-4cc4-9d7d-d0f27b982548,education,GIF,29-01-2021 09:33,interested,interested,positive,30
391a9aa4-c04a-431e-8366-712d92267c2b,public speaking,video,23-02-2021 03:59,interested,interested,positive,30
391a9aa4-c04a-431e-8366-712d92267c2b,public speaking,video,11-03-2021 23:27,interested,interested,positive,30
391a9aa4-c04a-431e-8366-712d92267c2b,public speaking,video,05-08-2020 06:52,interested,interested,positive,30
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,food,photo,27-11-2020 13:14,interested,interested,positive,30
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,food,photo,23-12-2020 10:47,interested,interested,positive,30
c7066a17-2e12-49d2-bb9e-c8967051f490,public speaking,GIF,13-11-2020 09:15,interested,interested,positive,30
c7066a17-2e12-49d2-bb9e-c8967051f490,public speaking,GIF,27-10-2020 11:31,interested,interested,positive,30
27ec2b21-a749-4181-b182-150a174fc277,animals,GIF,20-10-2020 10:02,want,want,positive,70
27ec2b21-a749-4181-b182-150a174fc277,animals,GIF,09-11-2020 23:54,want,want,positive,70
eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,soccer,GIF,11-10-2020 22:44,interested,interested,positive,30
b6c24086-becf-4615-801e-c3c298a8d4e2,travel,photo,14-08-2020 04:59,interested,interested,positive,30
b6c24086-becf-4615-801e-c3c298a8d4e2,travel,photo,12-04-2021 14:21,interested,interested,positive,30
b6c24086-becf-4615-801e-c3c298a8d4e2,travel,photo,16-02-2021 05:16,interested,interested,positive,30
61e6650c-5068-4575-9aee-4217ef3dbdb1,tennis,GIF,27-03-2021 21:38,interested,interested,positive,30
61e6650c-5068-4575-9aee-4217ef3dbdb1,tennis,GIF,04-12-2020 12:15,interested,interested,positive,30
b56a9e24-d0f2-4599-b893-c2889a15e1d6,veganism,video,12-03-2021 20:47,interested,interested,positive,30
b56a9e24-d0f2-4599-b893-c2889a15e1d6,veganism,video,31-10-2020 18:17,interested,interested,positive,30
b56a9e24-d0f2-4599-b893-c2889a15e1d6,veganism,video,14-03-2021 18:53,interested,interested,positive,30
b56a9e24-d0f2-4599-b893-c2889a15e1d6,veganism,video,09-07-2020 14:53,interested,interested,positive,30
d706b190-216c-4103-9107-fb7304766d68,cooking,video,22-01-2021 03:50,interested,interested,positive,30
d706b190-216c-4103-9107-fb7304766d68,cooking,video,10-08-2020 19:14,interested,interested,positive,30
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,tennis,audio,16-01-2021 16:07,interested,interested,positive,30
2c511a63-5eb5-422f-8483-c9fcf9a29b55,technology,GIF,26-11-2020 02:26,interested,interested,positive,30
2c511a63-5eb5-422f-8483-c9fcf9a29b55,technology,GIF,28-11-2020 04:00,interested,interested,positive,30
2c511a63-5eb5-422f-8483-c9fcf9a29b55,technology,GIF,13-06-2021 06:27,interested,interested,positive,30
edc4a60a-b5ba-4178-b99e-9d34ed92599c,technology,audio,13-09-2020 15:49,interested,interested,positive,30
edc4a60a-b5ba-4178-b99e-9d34ed92599c,technology,audio,03-07-2020 07:19,interested,interested,positive,30
509a5fb0-9bb2-4809-9f90-18ae007acc94,dogs,video,01-08-2020 13:31,interested,interested,positive,30
509a5fb0-9bb2-4809-9f90-18ae007acc94,dogs,video,16-08-2020 10:14,interested,interested,positive,30
f1038e6c-5292-4e20-a866-675e1637d6b5,soccer,GIF,29-08-2020 04:02,interested,interested,positive,30
a784c1dd-e2ab-408d-a0c3-226a51d420e1,technology,audio,20-01-2021 02:04,interested,interested,positive,30
a784c1dd-e2ab-408d-a0c3-226a51d420e1,technology,audio,02-01-2021 16:40,interested,interested,positive,30
a784c1dd-e2ab-408d-a0c3-226a51d420e1,technology,audio,03-02-2021 23:04,interested,interested,positive,30
3a106d1f-3942-49d4-9358-417f33d760c6,Fitness,photo,22-10-2020 13:07,interested,interested,positive,30
3a106d1f-3942-49d4-9358-417f33d760c6,Fitness,photo,23-08-2020 05:42,interested,interested,positive,30
3a106d1f-3942-49d4-9358-417f33d760c6,Fitness,photo,10-08-2020 22:08,interested,interested,positive,30
1830df30-c239-4287-8d63-fadcb8ced884,veganism,video,25-11-2020 06:59,interested,interested,positive,30
5bb364a6-8646-4cdb-b1cf-09f4125718d8,soccer,audio,24-07-2020 00:33,interested,interested,positive,30
5bb364a6-8646-4cdb-b1cf-09f4125718d8,soccer,audio,26-06-2020 02:32,interested,interested,positive,30
de95cdb1-a85a-40de-8467-892e2d1481af,education,video,09-10-2020 19:46,interested,interested,positive,30
de95cdb1-a85a-40de-8467-892e2d1481af,education,video,24-12-2020 11:15,interested,interested,positive,30
de95cdb1-a85a-40de-8467-892e2d1481af,education,video,30-01-2021 14:32,interested,interested,positive,30
de95cdb1-a85a-40de-8467-892e2d1481af,education,video,08-03-2021 08:39,interested,interested,positive,30
27ec2b21-a749-4181-b182-150a174fc277,animals,GIF,01-05-2021 23:23,want,want,positive,70
323c35ed-081f-4efd-8bd6-ce5208ceb0ed,animals,GIF,08-04-2021 07:18,want,want,positive,70
323c35ed-081f-4efd-8bd6-ce5208ceb0ed,animals,GIF,24-04-2021 12:43,want,want,positive,70
8490c29c-177f-4c21-9d37-d509f9287f30,tennis,GIF,15-11-2020 20:20,interested,interested,positive,30
8490c29c-177f-4c21-9d37-d509f9287f30,tennis,GIF,24-05-2021 10:56,interested,interested,positive,30
8490c29c-177f-4c21-9d37-d509f9287f30,tennis,GIF,02-01-2021 21:40,interested,interested,positive,30
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,science,video,25-08-2020 12:12,interested,interested,positive,30
429632b9-88c0-4163-a7ed-4272a04f7838,Animals,audio,31-05-2021 19:55,want,want,positive,70
2eb7feec-26a4-4949-8470-3e66c16536e9,tennis,video,05-08-2020 19:41,interested,interested,positive,30
f783f128-6f66-4ef3-a190-5afc29d17012,tennis,GIF,28-08-2020 17:39,interested,interested,positive,30
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,cooking,video,13-04-2021 07:22,interested,interested,positive,30
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,cooking,video,14-08-2020 22:18,interested,interested,positive,30
93c0f4f6-8c1e-453e-8df0-3015b1e76376,technology,video,19-07-2020 13:27,interested,interested,positive,30
93c0f4f6-8c1e-453e-8df0-3015b1e76376,technology,video,18-03-2021 20:28,interested,interested,positive,30
93c0f4f6-8c1e-453e-8df0-3015b1e76376,technology,video,05-11-2020 14:54,interested,interested,positive,30
34123572-64b7-4f3d-b098-a2651d882fb2,dogs,video,09-02-2021 22:45,interested,interested,positive,30
34123572-64b7-4f3d-b098-a2651d882fb2,dogs,video,25-04-2021 13:21,interested,interested,positive,30
34123572-64b7-4f3d-b098-a2651d882fb2,dogs,video,16-12-2020 16:37,interested,interested,positive,30
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,culture,audio,30-04-2021 15:25,interested,interested,positive,30
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,culture,audio,19-02-2021 13:28,interested,interested,positive,30
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,culture,audio,15-03-2021 01:19,interested,interested,positive,30
27fffa3e-000d-4f29-9358-5b0d2280d18c,dogs,video,17-05-2021 02:46,interested,interested,positive,30
27fffa3e-000d-4f29-9358-5b0d2280d18c,dogs,video,17-02-2021 13:30,interested,interested,positive,30
3c092e34-bac9-4e63-a7fa-0608fb73914f,soccer,video,23-12-2020 15:25,interested,interested,positive,30
3c092e34-bac9-4e63-a7fa-0608fb73914f,soccer,video,09-09-2020 20:27,interested,interested,positive,30
3c092e34-bac9-4e63-a7fa-0608fb73914f,soccer,video,08-08-2020 09:23,interested,interested,positive,30
413101f7-ea05-4df6-97cf-9891245c5ed7,science,photo,14-01-2021 17:13,interested,interested,positive,30
c136ae25-d882-4e2c-b515-5727ad2626a5,soccer,photo,14-07-2020 01:28,interested,interested,positive,30
c136ae25-d882-4e2c-b515-5727ad2626a5,soccer,photo,26-02-2021 10:15,interested,interested,positive,30
c136ae25-d882-4e2c-b515-5727ad2626a5,soccer,photo,21-04-2021 21:37,interested,interested,positive,30
c136ae25-d882-4e2c-b515-5727ad2626a5,soccer,photo,30-07-2020 11:56,interested,interested,positive,30
ba9ce407-672c-4ceb-9c1f-59590fd187d0,fitness,audio,06-05-2021 20:41,interested,interested,positive,30
fa781e01-b928-401f-86f4-d42b0a3b55ab,studying,photo,27-08-2020 16:13,interested,interested,positive,30
a58c963f-1bec-4eee-b66f-60062a9dd96e,dogs,video,11-08-2020 18:36,interested,interested,positive,30
a58c963f-1bec-4eee-b66f-60062a9dd96e,dogs,video,02-01-2021 18:24,interested,interested,positive,30
a58c963f-1bec-4eee-b66f-60062a9dd96e,dogs,video,20-08-2020 00:54,interested,interested,positive,30
2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,Travel,audio,17-11-2020 05:21,interested,interested,positive,30
748ab616-8066-4c61-b6af-d7442545d12a,veganism,audio,23-06-2020 16:15,interested,interested,positive,30
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,science,video,29-08-2020 23:17,interested,interested,positive,30
e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,science,video,21-11-2020 07:44,interested,interested,positive,30
734c0b94-6729-44ef-af97-90a3a51a466c,travel,video,13-07-2020 21:45,interested,interested,positive,30
734c0b94-6729-44ef-af97-90a3a51a466c,travel,video,07-09-2020 11:00,interested,interested,positive,30
734c0b94-6729-44ef-af97-90a3a51a466c,travel,video,25-03-2021 11:20,interested,interested,positive,30
43da458b-66fe-4723-996c-57dcfad67edf,food,GIF,09-09-2020 08:11,interested,interested,positive,30
43da458b-66fe-4723-996c-57dcfad67edf,food,GIF,06-02-2021 22:54,interested,interested,positive,30
43da458b-66fe-4723-996c-57dcfad67edf,food,GIF,02-06-2021 07:43,interested,interested,positive,30
43da458b-66fe-4723-996c-57dcfad67edf,food,GIF,14-04-2021 03:42,interested,interested,positive,30
7dc268e5-b50d-4280-82aa-e08af75a8a0a,science,photo,04-10-2020 14:41,interested,interested,positive,30
d0e55134-c60e-4a05-999c-d7697b4901f0,cooking,GIF,27-06-2020 00:12,interested,interested,positive,30
d0e55134-c60e-4a05-999c-d7697b4901f0,cooking,GIF,24-03-2021 09:11,interested,interested,positive,30
d0e55134-c60e-4a05-999c-d7697b4901f0,cooking,GIF,08-09-2020 22:31,interested,interested,positive,30
ebdf5d36-9ecc-44d7-b641-d33805709452,cooking,audio,05-10-2020 08:19,interested,interested,positive,30
ebdf5d36-9ecc-44d7-b641-d33805709452,cooking,audio,03-08-2020 19:03,interested,interested,positive,30
ebdf5d36-9ecc-44d7-b641-d33805709452,cooking,audio,29-10-2020 23:26,interested,interested,positive,30
ebdf5d36-9ecc-44d7-b641-d33805709452,cooking,audio,09-08-2020 18:37,interested,interested,positive,30
1429467d-e8a2-4292-bd46-921e8bd87b30,public speaking,video,08-07-2020 00:20,interested,interested,positive,30
7d459555-a816-4d20-893c-a002e0a74ce3,healthy eating,audio,08-03-2021 11:06,interested,interested,positive,30
e6b61eab-6879-4618-b189-476f27f02fdd,science,audio,26-09-2020 23:33,interested,interested,positive,30
d16d21cd-30c7-4b1e-b50c-aff5808fe816,fitness,photo,07-05-2021 14:00,interested,interested,positive,30
d16d21cd-30c7-4b1e-b50c-aff5808fe816,fitness,photo,14-08-2020 16:53,interested,interested,positive,30
909cbb46-9789-4e9d-9148-890e5c44a9e2,animals,audio,07-10-2020 14:12,want,want,positive,70
909cbb46-9789-4e9d-9148-890e5c44a9e2,animals,audio,06-07-2020 13:03,want,want,positive,70
990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,audio,18-03-2021 21:54,want,want,positive,70
990ad477-b9eb-4ea6-9ec8-3f941f53b758,animals,audio,13-05-2021 20:31,want,want,positive,70
8bcb980c-6f36-484d-974f-30b3e8fcc251,travel,photo,03-08-2020 18:59,interested,interested,positive,30
8bcb980c-6f36-484d-974f-30b3e8fcc251,travel,photo,23-02-2021 12:01,interested,interested,positive,30
bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,food,video,02-06-2021 17:17,interested,interested,positive,30
1f466010-5c87-4b81-be83-5856481231fb,soccer,GIF,31-05-2021 21:55,interested,interested,positive,30
496645a7-64f7-4c56-94f5-a71671cb262e,dogs,GIF,27-12-2020 19:00,interested,interested,positive,30
d6d4ec49-4210-44de-9f90-c93dfbeed084,tennis,video,06-12-2020 17:39,interested,interested,positive,30
d6d4ec49-4210-44de-9f90-c93dfbeed084,tennis,video,31-10-2020 09:05,interested,interested,positive,30
229d5bad-c1e4-439c-8978-0efdcdfea4d1,food,audio,09-06-2021 15:58,interested,interested,positive,30
229d5bad-c1e4-439c-8978-0efdcdfea4d1,food,audio,30-01-2021 01:15,interested,interested,positive,30
